108.69530457432661, 1.1269531699161353e-19
121.05286474676993, 5.883455407262869e-20
134.81520410700287, 3.081771523230515e-20
150.14199759517507, 1.6196075196289365e-20
167.21162886360293, 8.455443290259863e-21
186.2219050968441, 4.414311514877409e-21
207.39369005080147, 2.296932323519817e-21
230.97071130226377, 1.2232720311052905e-21
260.31541251950415, 6.689005153442037e-22
286.97649231321617, 2.9071791144065433e-22
326.7861736337034, 1.2977576981978149e-22
369.58662170174284, 5.859253718430882e-23
413.0171221259791, 2.936757418965136e-23
467.89697711107044, 1.4310222925040856e-23
539.1637592494402, 7.968463527800685e-24
614.7281668933455, 5.827101621550467e-24
694.1166840618046, 4.730561265218471e-24
783.7498696306233, 3.956809355638442e-24
901.6083717065027, 4.0191953725834485e-24
1016.9427117781161, 7.67063983126325e-24
1091.1969920205477, 3.488912515756201e-24
1216.853711891939, 2.5716505074044298e-24
1421.1805359618347, 2.5736707090431264e-24
1659.7856700845036, 2.7226108244078646e-24
1938.4618978988112, 2.8314269927668922e-24
2263.9340764386525, 2.9195692191411475e-24
2628.3229601333655, 2.9863748846318836e-24
3051.4066161707615, 2.9239814236585434e-24
3563.811384557799, 2.852308286249112e-24
4162.27324471205, 2.7587473253912013e-24
4861.254270441452, 2.6343155611156992e-24
5677.641436428343, 2.483499518424331e-24
6591.673969491833, 2.3275504393445575e-24
7698.663592269643, 2.1942968718494473e-24
8938.034084491255, 2.0719224626702083e-24
10439.140760399594, 1.9120700521547824e-24
12192.299626470662, 1.7872845012563333e-24
14239.947038749671, 1.6493924029996807e-24
16532.45320133964, 1.5335017206062517e-24
19194.018879760853, 1.4287990195559157e-24
22417.512241320277, 1.329865859842257e-24
26182.442757874487, 1.227264402891977e-24
30579.54618907771, 1.1471706508663497e-24
35502.660617276866, 1.0597624090309532e-24
41218.2172753259, 9.895140946675315e-25
48140.51169394963, 9.209979810456892e-25
57052.84460195534, 8.154289068165189e-25
64375.3472053788, 7.537752878125393e-25
77341.45415651372, 7.064255224103392e-25
87464.60791296043, 6.608100993137052e-25
103380.13899517184, 6.24372169947618e-25
120742.0679302016, 5.811392794117677e-25
141020.2099153046, 5.363033763638048e-25
165144.16288261247, 4.724625733639778e-25
190081.08416250572, 4.645769781281573e-25
222004.11420545407, 4.305674369249568e-25
259288.8073228319, 3.973484126023954e-25
302835.74939512287, 3.6513089904327353e-25
353692.2279491231, 3.471772527441415e-25
413098.45487749914, 3.089843573180052e-25
476745.03990084043, 2.943963583972257e-25
556811.6404183852, 2.72844956686957e-25
650324.0328866589, 2.5395257692778712e-25
759543.3240687842, 2.3435969528771365e-25
881824.2250195849, 2.170809210034313e-25
1195730.9380440025, 1.8655512416209171e-25
1396547.1046112538, 1.7289828260394498e-25
1631091.542698585, 1.5955888031154502e-25
1893680.5445106952, 1.4890277950821503e-25
2198544.4716868526, 1.3881018406829313e-25
2567755.2732440894, 1.3198482649376316e-25
2999033.8919828697, 1.1771416730255844e-25
3502709.5049839765, 1.0863231518977337e-25
4066614.911660495, 1.0099952076533786e-25
4721300.731388353, 9.410358939022436e-26
5514208.233506295, 8.758765166116134e-26
6440297.204908575, 8.08301124666791e-26
7521897.437592684, 7.523325922357896e-26
8732884.991969377, 6.927881686442125e-26
10138806.272241192, 6.434242734760807e-26
11841560.750175888, 5.963221453678516e-26
13830283.095951645, 5.526681471542846e-26
16152976.744820409, 5.144001995124526e-26
18753504.31246608, 4.752056672907683e-26
21772622.163670376, 4.4370577937376793e-26
25429282.572242297, 4.0772955168580324e-26
29172722.359785493, 3.806794476580268e-26
