10303.963992196856, 3.9869348241040867e-22
10631.537362291183, 3.779956946775888e-22
11013.390037503996, 3.540363310737538e-22
11529.563972576821, 3.2614324698965586e-22
12001.836788071329, 3.0451750051936007e-22
12401.95706634811, 2.879451318994972e-22
12879.035433450195, 2.6858116422495093e-22
13465.511568443206, 2.478479198027653e-22
13952.102279732431, 2.338383559885111e-22
14437.794453688473, 2.1981993947561557e-22
15004.258557712385, 2.0500446230973392e-22
15620.14545794323, 1.910675807872721e-22
16278.36894453555, 1.7812126484533016e-22
16840.18655957292, 1.6703660286779757e-22
17437.73317681624, 1.5729000722400986e-22
18187.72617022717, 1.463958243871854e-22
19130.36373635256, 1.3350289829753502e-22
19925.22120338538, 1.2468674763232065e-22
20723.768998020238, 1.1686861011056034e-22
21456.108642943243, 1.1079589874608133e-22
22354.727326333857, 1.039279628720338e-22
23270.282884305238, 9.769904260462288e-23
24267.905397493, 9.14891854884787e-23
25335.906818955944, 8.552654238983138e-23
26315.023039101237, 8.076675750147699e-23
27418.24162056823, 7.577781855698274e-23
28410.044510357056, 7.18760537057567e-23
29644.81489094076, 6.712820816360524e-23
30706.54650142218, 6.38781663352506e-23
31877.53693124772, 6.086492463813432e-23
33296.29858531538, 5.737581032702283e-23
34410.809694835465, 5.496380934296487e-23
35829.95266621712, 5.216068899463004e-23
37494.96231649543, 4.9029516224155796e-23
39249.2013462071, 4.610367899445071e-23
40753.16629071496, 4.417166566749169e-23
42422.840261867364, 4.214724675882944e-23
44035.05514610148, 4.0421276784130505e-23
45699.93828444267, 3.876606723840598e-23
47292.076040880114, 3.7373830444206445e-23
49203.629259242305, 3.573476627870082e-23
51262.426991743065, 3.420996899544139e-23
53014.130423710056, 3.31412426389081e-23
54975.238886573636, 3.203787159350138e-23
56909.83854066392, 3.0858981385074386e-23
60066.59321163043, 2.949984626387746e-23
62393.10356516007, 2.842156275637391e-23
64799.95786084503, 2.768810153878861e-23
67262.2634031945, 2.669992626671308e-23
70025.06903490386, 2.588359656073624e-23
73667.11612186192, 2.4967212263953742e-23
76120.56438389045, 2.4519259078247153e-23
79057.14579764241, 2.3823010592569202e-23
82292.24015263144, 2.328129704042891e-23
85273.88923276802, 2.2689677636347486e-23
88512.92208021547, 2.2241977927373574e-23
92447.78187725107, 2.168587482542008e-23
95891.79131396553, 2.1211048183429857e-23
99299.46328700912, 2.0823392962047738e-23
103052.27369451578, 2.0473447347821932e-23
107602.27960126291, 2.0139512140223956e-23
111414.98999976642, 1.9839236781218844e-23
115685.9691856195, 1.9482246628544133e-23
120436.21804979135, 1.9173607447190503e-23
125396.34724478488, 1.892971814710989e-23
130363.67192094753, 1.86537449220504e-23
136350.2953283488, 1.8349148113394165e-23
141688.0659939194, 1.8171326375456722e-23
146840.9717279608, 1.7924055780680873e-23
153964.60528418235, 1.7772236076714484e-23
159950.24848504364, 1.7431706787631e-23
167008.2327080224, 1.7382250381201364e-23
172978.25324602646, 1.7171202072950635e-23
179209.4928310256, 1.70028451371542e-23
185908.86687334583, 1.6950801134112954e-23
192933.74840609258, 1.6650805970929702e-23
201902.42082507213, 1.662280447208239e-23
209266.09125298157, 1.6415301670603323e-23
217633.76159737876, 1.6259167341287966e-23
227860.6449697389, 1.6250950505153798e-23
237072.54953719748, 1.5944022871290178e-23
246867.09880516687, 1.5894557936124064e-23
256283.74890717625, 1.584577826064474e-23
266594.287519057, 1.556493670661104e-23
277947.96480580856, 1.5539399630257996e-23
288062.8439755066, 1.5430271516998993e-23
296228.97888195515, 1.5309635163532306e-23
